batch_number,report_year,company_name,apiary_number,location,gross_weight_kg,drum_weight_kg,net_weight_kg,beshara_kg,production_kg,num_production_hives,production_per_hive_kg,num_hive_supers,harvest_date,efficiency_ratio,waste_percentage,extraction_date
API4410,2024,MANAHIL LLC,34 - Ras Al Khaimah,Ras Al Khaimah,34.0,178.8,27.7,151.1,2.9,148.2,27.0,5.49,2024-10-06,97.47292418772562,444.4117647058824,2025-05-28
API4410,2024,MANAHIL LLC,35 - Kalba,Kalba,35.0,264.2,16.0,248.2,2.7,245.5,113.0,2.17,2024-02-18,706.25,709.1428571428571,2025-05-28
API4410,2024,MANAHIL LLC,73 - Dubai,Dubai,73.0,231.2,27.1,204.1,2.9,201.2,108.0,1.86,2025-04-20,398.5239852398524,279.5890410958904,2025-05-28
API4410,2024,MANAHIL LLC,04 - Umm Al Quwain,Umm Al Quwain,4.0,311.5,21.9,289.6,2.6,287.0,27.0,10.63,2024-02-17,123.28767123287672,7240.000000000001,2025-05-28
API4410,2024,MANAHIL LLC,18 - Masafi,Masafi,18.0,285.3,13.1,272.2,3.1,269.1,31.0,8.68,2025-01-01,236.6412213740458,1512.2222222222222,2025-05-28
API4410,2024,MANAHIL LLC,84 - Masafi,Masafi,84.0,341.4,32.9,308.5,2.6,305.9,69.0,4.43,2024-11-15,209.72644376899697,367.26190476190476,2025-05-28
API4410,2024,MANAHIL LLC,63 - Khor Fakkan,Khor Fakkan,63.0,591.5,12.7,578.8,2.6,576.2,60.0,9.6,2024-10-14,472.44094488188983,918.7301587301587,2025-05-28
API4410,2024,MANAHIL LLC,77 - Fujairah,Fujairah,77.0,179.8,33.3,146.5,3.0,143.5,62.0,2.31,2024-02-19,186.1861861861862,190.25974025974025,2025-05-28
API6621,2024,MANAHIL LLC,21 - Masafi,Masafi,21.0,360.7,20.7,340.0,2.5,337.5,109.0,3.1,2025-04-24,526.5700483091788,1619.047619047619,2025-05-28
API6621,2024,MANAHIL LLC,43 - Umm Al Quwain,Umm Al Quwain,43.0,238.6,8.5,230.1,2.8,227.3,52.0,4.37,2023-10-10,611.7647058823529,535.1162790697674,2025-05-28
API6621,2024,MANAHIL LLC,43 - Taweeh,Taweeh,43.0,348.0,28.0,320.0,2.9,317.1,75.0,4.23,2025-05-17,267.85714285714283,744.1860465116279,2025-05-28
API6621,2024,MANAHIL LLC,61 - Fujairah,Fujairah,61.0,384.6,32.7,351.9,2.9,349.0,66.0,5.29,2024-01-15,201.8348623853211,576.8852459016392,2025-05-28
API6621,2024,MANAHIL LLC,41 - Al farfar,Al farfar,41.0,113.0,8.5,104.5,3.1,101.4,31.0,3.27,2025-02-08,364.70588235294116,254.8780487804878,2025-05-28
API6621,2024,MANAHIL LLC,85 - Fujairah,Fujairah,85.0,520.7,5.0,515.7,2.6,513.1,73.0,7.03,2023-05-31,1460.0,606.7058823529412,2025-05-28
API6621,2024,MANAHIL LLC,63 - Kalba,Kalba,63.0,290.1,25.0,265.1,3.1,262.0,16.0,16.38,2024-10-11,64.0,420.7936507936508,2025-05-28
API6621,2024,MANAHIL LLC,07 - Fujairah,Fujairah,7.0,392.4,29.3,363.1,3.1,360.0,34.0,10.59,2025-04-20,116.04095563139931,5187.142857142858,2025-05-28
API6621,2024,MANAHIL LLC,67 - Dubai,Dubai,67.0,101.3,14.2,87.1,3.1,84.0,17.0,4.94,2023-10-29,119.71830985915493,129.99999999999997,2025-05-28
API6621,2024,MANAHIL LLC,97 - Sharjah,Sharjah,97.0,158.8,19.1,139.7,3.1,136.6,95.0,1.44,2025-02-27,497.3821989528796,144.02061855670104,2025-05-28
API6621,2024,MANAHIL LLC,23 - Masafi,Masafi,23.0,380.8,11.3,369.5,3.1,366.4,89.0,4.12,2023-12-20,787.6106194690265,1606.5217391304348,2025-05-28
API6621,2024,MANAHIL LLC,51 - Dibba,Dibba,51.0,445.7,26.8,418.9,2.4,416.5,62.0,6.72,2023-10-10,231.34328358208953,821.3725490196077,2025-05-28
API6621,2024,MANAHIL LLC,52 - Abu Dhabi,Abu Dhabi,52.0,245.9,32.5,213.4,2.8,210.6,115.0,1.83,2024-10-02,353.8461538461538,410.3846153846154,2025-05-28
API6621,2024,MANAHIL LLC,41 - Hatta,Hatta,41.0,576.7,16.1,560.6,2.5,558.1,118.0,4.73,2025-01-12,732.9192546583851,1367.3170731707319,2025-05-28
BTH8098,2024,MANAHIL LLC,27 - Dibba,Dibba,27.0,492.8,25.4,467.4,2.6,464.8,103.0,4.51,2025-05-22,405.51181102362204,1731.111111111111,2025-05-28
BTH8098,2024,MANAHIL LLC,78 - Dibba,Dibba,78.0,190.5,23.1,167.4,2.9,164.5,51.0,3.23,2024-06-23,220.7792207792208,214.6153846153846,2025-05-28
BTH8098,2024,MANAHIL LLC,73 - Fujairah,Fujairah,73.0,305.0,18.3,286.7,2.9,283.8,56.0,5.07,2024-01-26,306.0109289617486,392.73972602739724,2025-05-28
BTH8098,2024,MANAHIL LLC,46 - Khor Fakkan,Khor Fakkan,46.0,188.0,18.5,169.5,2.9,166.6,47.0,3.54,2023-07-18,254.05405405405403,368.47826086956525,2025-05-28
BTH8098,2024,MANAHIL LLC,11 - Abu Dhabi,Abu Dhabi,11.0,464.8,27.0,437.8,2.4,435.4,86.0,5.06,2025-04-11,318.51851851851853,3980.0000000000005,2025-05-28
BTH8098,2024,MANAHIL LLC,07 - Khor Fakkan,Khor Fakkan,7.0,522.9,16.3,506.6,2.4,504.2,64.0,7.88,2023-06-14,392.63803680981596,7237.142857142858,2025-05-28
BTH8098,2024,MANAHIL LLC,34 - Fujairah,Fujairah,34.0,517.6,12.6,505.0,3.1,501.9,55.0,9.13,2024-05-24,436.50793650793656,1485.2941176470588,2025-05-28
BTH8098,2024,MANAHIL LLC,11 - Hatta,Hatta,11.0,505.3,22.3,483.0,2.8,480.2,87.0,5.52,2024-03-21,390.13452914798205,4390.909090909091,2025-05-28
BTH8098,2024,MANAHIL LLC,86 - Abu Dhabi,Abu Dhabi,86.0,542.9,7.2,535.7,2.6,533.1,57.0,9.35,2024-09-06,791.6666666666666,622.9069767441861,2025-05-28
BTH8098,2024,MANAHIL LLC,40 - Dubai,Dubai,40.0,165.8,7.6,158.2,2.6,155.6,78.0,1.99,2024-08-10,1026.3157894736842,395.49999999999994,2025-05-28
BTH8098,2024,MANAHIL LLC,80 - Abu Dhabi,Abu Dhabi,80.0,305.2,8.5,296.7,2.4,294.3,23.0,12.8,2023-12-20,270.5882352941177,370.875,2025-05-28
BTH8098,2024,MANAHIL LLC,77 - Umm Al Quwain,Umm Al Quwain,77.0,247.7,34.9,212.8,2.9,209.9,105.0,2.0,2024-08-26,300.8595988538682,276.3636363636364,2025-05-28
BTH8098,2024,MANAHIL LLC,25 - Khor Fakkan,Khor Fakkan,25.0,133.6,20.2,113.4,2.8,110.6,115.0,0.96,2023-10-07,569.3069306930694,453.6,2025-05-28
BTH8098,2024,MANAHIL LLC,40 - Al Hajar,Unknown,40.0,153.2,25.6,127.6,2.5,125.1,44.0,2.84,2025-03-24,171.875,319.0,2025-05-28
PRD7675,2024,MANAHIL LLC,82 - Ras Al Khaimah,Ras Al Khaimah,82.0,308.4,16.7,291.7,3.1,288.6,74.0,3.9,2025-05-24,443.1137724550898,355.73170731707313,2025-05-28
PRD7675,2024,MANAHIL LLC,44 - Taweeh,Taweeh,44.0,346.2,31.0,315.2,2.7,312.5,113.0,2.77,2023-07-21,364.51612903225805,716.3636363636363,2025-05-28
PRD7675,2024,MANAHIL LLC,94 - Al farfar,Al farfar,94.0,585.6,8.3,577.3,3.1,574.2,77.0,7.46,2025-01-02,927.710843373494,614.1489361702127,2025-05-28
PRD7675,2024,MANAHIL LLC,39 - Dubai,Dubai,39.0,401.8,28.5,373.3,3.0,370.3,64.0,5.79,2023-10-07,224.56140350877192,957.1794871794872,2025-05-28
PRD7675,2024,MANAHIL LLC,20 - Dibba,Dibba,20.0,183.8,12.1,171.7,2.6,169.1,40.0,4.23,2023-09-29,330.57851239669424,858.4999999999999,2025-05-28
PRD7675,2024,MANAHIL LLC,13 - Hatta,Hatta,13.0,215.0,22.8,192.2,3.0,189.2,45.0,4.2,2024-02-27,197.36842105263156,1478.4615384615383,2025-05-28
PRD7675,2024,MANAHIL LLC,74 - Sharjah,Sharjah,74.0,272.7,18.7,254.0,2.7,251.3,26.0,9.67,2023-08-06,139.0374331550802,343.2432432432432,2025-05-28
PRD7675,2024,MANAHIL LLC,50 - Dubai,Dubai,50.0,446.9,33.7,413.2,3.0,410.2,67.0,6.12,2024-02-03,198.81305637982194,826.4,2025-05-28
PRD7675,2024,MANAHIL LLC,76 - Al Hajar,Unknown,76.0,144.0,25.7,118.3,2.4,115.9,61.0,1.9,2023-10-11,237.35408560311285,155.6578947368421,2025-05-28
PRD7675,2024,MANAHIL LLC,83 - Kalba,Kalba,83.0,370.7,12.2,358.5,2.5,356.0,63.0,5.65,2024-02-23,516.3934426229508,431.9277108433735,2025-05-28
PRD7675,2024,MANAHIL LLC,84 - Kalba,Kalba,84.0,131.7,17.6,114.1,2.4,111.7,24.0,4.65,2025-01-12,136.36363636363635,135.83333333333331,2025-05-28
PRD7675,2024,MANAHIL LLC,69 - Al farfar,Al farfar,69.0,182.8,27.7,155.1,2.7,152.4,94.0,1.62,2023-07-19,339.3501805054152,224.7826086956522,2025-05-28
PRD7675,2024,MANAHIL LLC,79 - Ajman,Ajman,79.0,435.4,13.3,422.1,2.5,419.6,91.0,4.61,2023-08-30,684.2105263157895,534.3037974683544,2025-05-28
PRD7675,2024,MANAHIL LLC,69 - Al farfar,Al farfar,69.0,498.2,32.1,466.1,2.7,463.4,44.0,10.53,2024-11-08,137.07165109034267,675.5072463768116,2025-05-28
SDR4310,2024,MANAHIL LLC,42 - Sharjah,Sharjah,42.0,154.2,29.9,124.3,2.8,121.5,104.0,1.17,2024-09-30,347.82608695652175,295.95238095238096,2025-05-28
SDR4310,2024,MANAHIL LLC,84 - Ajman,Ajman,84.0,370.6,28.9,341.7,3.1,338.6,31.0,10.92,2024-08-28,107.26643598615917,406.78571428571433,2025-05-28
SDR4310,2024,MANAHIL LLC,84 - Taweeh,Taweeh,84.0,226.7,18.3,208.4,2.6,205.8,69.0,2.98,2023-10-27,377.04918032786884,248.0952380952381,2025-05-28
SDR4310,2024,MANAHIL LLC,88 - Al farfar,Al farfar,88.0,238.6,24.1,214.5,2.7,211.8,79.0,2.68,2024-04-25,327.8008298755187,243.75,2025-05-28
SDR4310,2024,MANAHIL LLC,76 - Kalba,Kalba,76.0,627.1,7.1,620.0,2.8,617.2,118.0,5.23,2023-08-18,1661.9718309859156,815.7894736842104,2025-05-28
SDR4310,2024,MANAHIL LLC,94 - Taweeh,Taweeh,94.0,485.6,34.9,450.7,2.4,448.3,39.0,11.49,2024-05-01,111.74785100286533,479.46808510638294,2025-05-28
SDR4310,2024,MANAHIL LLC,38 - Ras Al Khaimah,Ras Al Khaimah,38.0,436.8,29.2,407.6,2.4,405.2,45.0,9.0,2023-06-16,154.1095890410959,1072.6315789473683,2025-05-28
SDR4310,2024,MANAHIL LLC,71 - Sharjah,Sharjah,71.0,437.9,11.8,426.1,3.1,423.0,104.0,4.07,2023-11-12,881.3559322033898,600.1408450704225,2025-05-28
SDR4310,2024,MANAHIL LLC,13 - Ajman,Ajman,13.0,151.6,9.0,142.6,2.6,140.0,72.0,1.94,2024-02-28,800.0,1096.923076923077,2025-05-28
SDR4310,2024,MANAHIL LLC,07 - Masafi,Masafi,7.0,136.8,29.8,107.0,2.6,104.4,86.0,1.21,2024-07-30,288.59060402684565,1528.5714285714287,2025-05-28
SDR4310,2024,MANAHIL LLC,59 - Ras Al Khaimah,Ras Al Khaimah,59.0,588.5,20.0,568.5,3.1,565.4,40.0,14.13,2023-11-11,200.0,963.5593220338983,2025-05-28
SDR4310,2024,MANAHIL LLC,97 - Ajman,Ajman,97.0,579.0,34.1,544.9,3.1,541.8,33.0,16.42,2024-04-22,96.77419354838709,561.7525773195875,2025-05-28
SDR7932,2024,MANAHIL LLC,68 - Umm Al Quwain,Umm Al Quwain,68.0,286.7,25.8,260.9,2.5,258.4,93.0,2.78,2023-06-01,360.4651162790697,383.67647058823525,2025-05-28
SDR7932,2024,MANAHIL LLC,32 - Masafi,Masafi,32.0,171.8,7.6,164.2,2.8,161.4,62.0,2.6,2025-01-02,815.7894736842106,513.125,2025-05-28
SDR7932,2024,MANAHIL LLC,69 - Al Hajar,Unknown,69.0,615.6,12.9,602.7,2.8,599.9,27.0,22.22,2024-11-27,209.3023255813953,873.4782608695652,2025-05-28
SDR7932,2024,MANAHIL LLC,15 - Al Hajar,Unknown,15.0,283.3,7.1,276.2,2.8,273.4,84.0,3.25,2025-03-28,1183.0985915492959,1841.3333333333335,2025-05-28
SDR7932,2024,MANAHIL LLC,62 - Taweeh,Taweeh,62.0,322.2,34.7,287.5,3.1,284.4,67.0,4.24,2024-10-01,193.08357348703169,463.7096774193548,2025-05-28
SDR7932,2024,MANAHIL LLC,04 - Al farfar,Al farfar,4.0,97.3,21.4,75.9,2.7,73.2,67.0,1.09,2024-08-07,313.08411214953276,1897.5000000000002,2025-05-28
SDR7932,2024,MANAHIL LLC,29 - Umm Al Quwain,Umm Al Quwain,29.0,477.8,28.0,449.8,3.1,446.7,43.0,10.39,2023-05-29,153.57142857142858,1551.0344827586207,2025-05-28
SDR7932,2024,MANAHIL LLC,58 - Taweeh,Taweeh,58.0,421.7,7.3,414.4,2.6,411.8,51.0,8.07,2024-01-03,698.6301369863014,714.4827586206895,2025-05-28
SDR7932,2024,MANAHIL LLC,83 - Al Hajar,Unknown,83.0,124.9,29.4,95.5,3.0,92.5,89.0,1.04,2023-11-29,302.72108843537416,115.06024096385543,2025-05-28
SDR7932,2024,MANAHIL LLC,09 - Khor Fakkan,Khor Fakkan,9.0,630.9,11.5,619.4,2.7,616.7,114.0,5.41,2025-03-12,991.3043478260869,6882.222222222223,2025-05-28
SDR7932,2024,MANAHIL LLC,33 - Sharjah,Sharjah,33.0,640.4,25.7,614.7,2.4,612.3,33.0,18.55,2024-05-25,128.4046692607004,1862.727272727273,2025-05-28
SDR7932,2024,MANAHIL LLC,87 - Al farfar,Al farfar,87.0,172.9,22.6,150.3,2.5,147.8,60.0,2.46,2024-05-17,265.4867256637168,172.7586206896552,2025-05-28
SDR7932,2024,MANAHIL LLC,66 - Fujairah,Fujairah,66.0,509.2,14.5,494.7,2.7,492.0,60.0,8.2,2024-08-06,413.7931034482759,749.5454545454545,2025-05-28
API6965,2024,MANAHIL LLC,65 - Ras Al Khaimah,Ras Al Khaimah,65.0,376.7,19.8,356.9,3.1,353.8,22.0,16.08,2024-07-11,111.11111111111111,549.0769230769231,2025-05-28
API6965,2024,MANAHIL LLC,45 - Dibba,Dibba,45.0,147.7,29.8,117.9,3.0,114.9,118.0,0.97,2024-05-08,395.9731543624161,262.0,2025-05-28
API6965,2024,MANAHIL LLC,97 - Fujairah,Fujairah,97.0,378.9,10.8,368.1,2.4,365.7,61.0,6.0,2024-04-01,564.8148148148148,379.4845360824743,2025-05-28
API6965,2024,MANAHIL LLC,71 - Ajman,Ajman,71.0,170.2,32.5,137.7,3.0,134.7,72.0,1.87,2025-03-07,221.53846153846155,193.94366197183098,2025-05-28
API6965,2024,MANAHIL LLC,36 - Masafi,Masafi,36.0,466.4,7.7,458.7,2.5,456.2,113.0,4.04,2023-09-14,1467.5324675324673,1274.1666666666667,2025-05-28
API6965,2024,MANAHIL LLC,78 - Hatta,Hatta,78.0,388.4,17.3,371.1,2.4,368.7,34.0,10.84,2025-02-05,196.53179190751445,475.7692307692308,2025-05-28
API6965,2024,MANAHIL LLC,59 - Khor Fakkan,Khor Fakkan,59.0,572.0,22.1,549.9,2.8,547.1,82.0,6.67,2024-05-31,371.04072398190044,932.0338983050848,2025-05-28
API6965,2024,MANAHIL LLC,17 - Al farfar,Al farfar,17.0,265.2,7.0,258.2,2.8,255.4,39.0,6.55,2024-06-09,557.1428571428571,1518.8235294117646,2025-05-28
API6965,2024,MANAHIL LLC,55 - Fujairah,Fujairah,55.0,191.6,7.8,183.8,3.0,180.8,82.0,2.2,2025-04-29,1051.2820512820513,334.18181818181824,2025-05-28
API6965,2024,MANAHIL LLC,03 - Masafi,Masafi,3.0,83.1,7.6,75.5,2.6,72.9,109.0,0.67,2023-09-13,1434.2105263157896,2516.666666666667,2025-05-28
API6965,2024,MANAHIL LLC,15 - Dibba,Dibba,15.0,607.7,34.3,573.4,2.7,570.7,53.0,10.77,2024-02-16,154.5189504373178,3822.6666666666665,2025-05-28
API6965,2024,MANAHIL LLC,71 - Fujairah,Fujairah,71.0,460.4,17.5,442.9,3.1,439.8,85.0,5.17,2023-11-07,485.71428571428567,623.8028169014084,2025-05-28
API6965,2024,MANAHIL LLC,26 - Hatta,Hatta,26.0,488.7,14.7,474.0,2.9,471.1,21.0,22.43,2024-02-23,142.85714285714286,1823.076923076923,2025-05-28
API6965,2024,MANAHIL LLC,56 - Dubai,Dubai,56.0,547.7,26.0,521.7,3.1,518.6,16.0,32.41,2023-09-20,61.53846153846154,931.607142857143,2025-05-28
API6965,2024,MANAHIL LLC,94 - Dibba,Dibba,94.0,563.4,23.5,539.9,2.6,537.3,37.0,14.52,2023-07-30,157.4468085106383,574.3617021276596,2025-05-28
HNY6433,2024,MANAHIL LLC,51 - Al farfar,Al farfar,51.0,129.7,21.5,108.2,2.8,105.4,34.0,3.1,2024-10-11,158.13953488372093,212.15686274509804,2025-05-28
HNY6433,2024,MANAHIL LLC,73 - Al farfar,Al farfar,73.0,357.1,23.0,334.1,2.4,331.7,116.0,2.86,2023-08-20,504.34782608695656,457.67123287671234,2025-05-28
HNY6433,2024,MANAHIL LLC,94 - Masafi,Masafi,94.0,367.7,33.8,333.9,3.1,330.8,37.0,8.94,2024-05-06,109.46745562130178,355.2127659574468,2025-05-28
HNY6433,2024,MANAHIL LLC,82 - Al Hajar,Unknown,82.0,182.6,20.9,161.7,3.1,158.6,44.0,3.6,2023-09-17,210.52631578947373,197.19512195121948,2025-05-28
HNY6433,2024,MANAHIL LLC,27 - Hatta,Hatta,27.0,185.7,20.2,165.5,2.7,162.8,40.0,4.07,2024-06-03,198.01980198019803,612.9629629629629,2025-05-28
HNY6433,2024,MANAHIL LLC,10 - Al Hajar,Unknown,10.0,567.9,10.5,557.4,2.4,555.0,100.0,5.55,2023-12-16,952.3809523809524,5573.999999999999,2025-05-28
HNY6433,2024,MANAHIL LLC,62 - Fujairah,Fujairah,62.0,432.5,32.9,399.6,2.6,397.0,85.0,4.67,2025-04-14,258.3586626139818,644.516129032258,2025-05-28
HNY6433,2024,MANAHIL LLC,34 - Fujairah,Fujairah,34.0,150.5,15.7,134.8,2.9,131.9,26.0,5.07,2024-09-12,165.60509554140128,396.47058823529414,2025-05-28
HNY6433,2024,MANAHIL LLC,46 - Sharjah,Sharjah,46.0,210.6,18.4,192.2,2.6,189.6,42.0,4.51,2023-08-15,228.26086956521743,417.8260869565217,2025-05-28
HNY6433,2024,MANAHIL LLC,40 - Masafi,Masafi,40.0,385.3,22.0,363.3,2.8,360.5,77.0,4.68,2023-10-25,350.0,908.25,2025-05-28
HNY6433,2024,MANAHIL LLC,96 - Umm Al Quwain,Umm Al Quwain,96.0,587.2,29.9,557.3,2.5,554.8,109.0,5.09,2023-06-24,364.54849498327764,580.5208333333333,2025-05-28
HNY6433,2024,MANAHIL LLC,23 - Taweeh,Taweeh,23.0,311.6,11.5,300.1,2.8,297.3,40.0,7.43,2025-05-23,347.82608695652175,1304.7826086956522,2025-05-28
HNY6433,2024,MANAHIL LLC,79 - Ajman,Ajman,79.0,172.9,29.1,143.8,3.0,140.8,117.0,1.2,2024-09-09,402.0618556701031,182.0253164556962,2025-05-28
HNY6433,2024,MANAHIL LLC,30 - Sharjah,Sharjah,30.0,534.1,23.3,510.8,2.8,508.0,85.0,5.98,2025-03-23,364.8068669527897,1702.6666666666667,2025-05-28
BTH6822,2024,MANAHIL LLC,21 - Sharjah,Sharjah,21.0,270.2,29.4,240.8,3.1,237.7,101.0,2.35,2024-09-23,343.5374149659864,1146.6666666666667,2025-05-28
BTH6822,2024,MANAHIL LLC,35 - Khor Fakkan,Khor Fakkan,35.0,472.8,11.7,461.1,2.8,458.3,46.0,9.96,2023-12-26,393.1623931623932,1317.4285714285713,2025-05-28
BTH6822,2024,MANAHIL LLC,72 - Umm Al Quwain,Umm Al Quwain,72.0,304.1,29.1,275.0,2.8,272.2,63.0,4.32,2023-08-14,216.49484536082474,381.94444444444446,2025-05-28
BTH6822,2024,MANAHIL LLC,03 - Kalba,Kalba,3.0,431.5,18.9,412.6,2.9,409.7,56.0,7.32,2025-05-22,296.2962962962963,13753.333333333334,2025-05-28
BTH6822,2024,MANAHIL LLC,95 - Dibba,Dibba,95.0,423.2,28.7,394.5,2.9,391.6,108.0,3.63,2024-04-01,376.30662020905925,415.2631578947369,2025-05-28
BTH6822,2024,MANAHIL LLC,09 - Ras Al Khaimah,Ras Al Khaimah,9.0,331.4,24.6,306.8,2.4,304.4,49.0,6.21,2024-08-19,199.18699186991867,3408.8888888888887,2025-05-28
BTH6822,2024,MANAHIL LLC,54 - Al farfar,Al farfar,54.0,348.7,6.8,341.9,2.6,339.3,39.0,8.7,2025-02-06,573.5294117647059,633.1481481481482,2025-05-28
BTH6822,2024,MANAHIL LLC,88 - Masafi,Masafi,88.0,291.5,13.5,278.0,2.4,275.6,21.0,13.12,2024-01-10,155.55555555555557,315.90909090909093,2025-05-28
BTH6822,2024,MANAHIL LLC,95 - Dibba,Dibba,95.0,274.7,18.3,256.4,3.1,253.3,56.0,4.52,2025-04-02,306.0109289617486,269.8947368421052,2025-05-28
BTH6822,2024,MANAHIL LLC,16 - Fujairah,Fujairah,16.0,559.8,34.5,525.3,2.6,522.7,71.0,7.36,2023-10-31,205.79710144927535,3283.1249999999995,2025-05-28
BTH6822,2024,MANAHIL LLC,20 - Abu Dhabi,Abu Dhabi,20.0,306.3,28.9,277.4,2.6,274.8,41.0,6.7,2024-05-31,141.86851211072664,1387.0,2025-05-28
BTH6822,2024,MANAHIL LLC,12 - Taweeh,Taweeh,12.0,518.3,10.9,507.4,2.8,504.6,80.0,6.31,2023-08-11,733.9449541284404,4228.333333333333,2025-05-28
BTH6822,2024,MANAHIL LLC,41 - Hatta,Hatta,41.0,390.5,17.9,372.6,3.0,369.6,119.0,3.11,2024-12-27,664.804469273743,908.780487804878,2025-05-28
HNY8194,2024,MANAHIL LLC,90 - Dibba,Dibba,90.0,527.5,21.4,506.1,3.0,503.1,60.0,8.38,2023-06-18,280.373831775701,562.3333333333334,2025-05-28
HNY8194,2024,MANAHIL LLC,17 - Dibba,Dibba,17.0,561.9,34.0,527.9,2.4,525.5,34.0,15.46,2023-07-26,100.0,3105.2941176470586,2025-05-28
HNY8194,2024,MANAHIL LLC,14 - Kalba,Kalba,14.0,580.2,19.6,560.6,2.6,558.0,98.0,5.69,2025-04-06,500.0,4004.2857142857147,2025-05-28
HNY8194,2024,MANAHIL LLC,81 - Ras Al Khaimah,Ras Al Khaimah,81.0,257.7,18.5,239.2,3.0,236.2,107.0,2.21,2024-07-15,578.3783783783784,295.30864197530866,2025-05-28
HNY8194,2024,MANAHIL LLC,86 - Ajman,Ajman,86.0,277.2,11.1,266.1,2.7,263.4,28.0,9.41,2023-06-23,252.25225225225225,309.4186046511628,2025-05-28
HNY8194,2024,MANAHIL LLC,44 - Dibba,Dibba,44.0,161.5,12.0,149.5,2.7,146.8,37.0,3.97,2025-01-15,308.33333333333337,339.7727272727273,2025-05-28
HNY8194,2024,MANAHIL LLC,48 - Ajman,Ajman,48.0,608.5,6.2,602.3,2.7,599.6,98.0,6.12,2024-03-31,1580.6451612903227,1254.7916666666665,2025-05-28
HNY8194,2024,MANAHIL LLC,22 - Taweeh,Taweeh,22.0,84.5,22.4,62.1,3.0,59.1,35.0,1.69,2024-02-02,156.25,282.27272727272725,2025-05-28
HNY8194,2024,MANAHIL LLC,23 - Sharjah,Sharjah,23.0,265.5,9.3,256.2,2.5,253.7,52.0,4.88,2024-04-24,559.1397849462365,1113.9130434782608,2025-05-28
HNY8194,2024,MANAHIL LLC,71 - Taweeh,Taweeh,71.0,279.7,26.6,253.1,2.5,250.6,56.0,4.47,2025-05-17,210.52631578947367,356.4788732394366,2025-05-28
HNY8194,2024,MANAHIL LLC,20 - Kalba,Kalba,20.0,445.0,20.5,424.5,2.7,421.8,88.0,4.79,2025-03-03,429.26829268292687,2122.5,2025-05-28
HNY8194,2024,MANAHIL LLC,38 - Kalba,Kalba,38.0,292.3,23.6,268.7,3.1,265.6,44.0,6.04,2024-07-31,186.44067796610167,707.1052631578947,2025-05-28
HNY8194,2024,MANAHIL LLC,49 - Hatta,Hatta,49.0,353.0,5.6,347.4,2.6,344.8,77.0,4.48,2025-01-02,1375.0,708.9795918367346,2025-05-28
HNY8194,2024,MANAHIL LLC,54 - Umm Al Quwain,Umm Al Quwain,54.0,150.3,12.7,137.6,2.6,135.0,79.0,1.71,2023-06-12,622.0472440944883,254.81481481481478,2025-05-28
PRD7555,2024,MANAHIL LLC,60 - Umm Al Quwain,Umm Al Quwain,60.0,226.8,9.3,217.5,2.6,214.9,49.0,4.39,2024-10-09,526.8817204301075,362.5,2025-05-28
PRD7555,2024,MANAHIL LLC,12 - Dibba,Dibba,12.0,441.9,12.0,429.9,2.8,427.1,27.0,15.82,2023-11-17,225.0,3582.4999999999995,2025-05-28
PRD7555,2024,MANAHIL LLC,86 - Masafi,Masafi,86.0,474.3,18.3,456.0,2.4,453.6,107.0,4.24,2023-11-28,584.6994535519126,530.2325581395348,2025-05-28
PRD7555,2024,MANAHIL LLC,13 - Taweeh,Taweeh,13.0,200.0,18.7,181.3,3.0,178.3,61.0,2.92,2023-08-04,326.2032085561498,1394.6153846153845,2025-05-28
PRD7555,2024,MANAHIL LLC,23 - Ras Al Khaimah,Ras Al Khaimah,23.0,155.6,9.3,146.3,2.5,143.8,39.0,3.69,2023-06-05,419.3548387096774,636.0869565217392,2025-05-28
PRD7555,2024,MANAHIL LLC,89 - Dubai,Dubai,89.0,332.4,30.5,301.9,2.6,299.3,71.0,4.22,2024-10-11,232.78688524590163,339.2134831460674,2025-05-28
PRD7555,2024,MANAHIL LLC,15 - Masafi,Masafi,15.0,478.7,23.4,455.3,2.5,452.8,76.0,5.96,2024-03-15,324.78632478632477,3035.3333333333335,2025-05-28
PRD7555,2024,MANAHIL LLC,75 - Khor Fakkan,Khor Fakkan,75.0,330.6,17.9,312.7,2.8,309.9,93.0,3.33,2023-07-23,519.5530726256984,416.93333333333334,2025-05-28
PRD7555,2024,MANAHIL LLC,68 - Ajman,Ajman,68.0,350.6,16.1,334.5,2.6,331.9,30.0,11.06,2025-01-25,186.33540372670805,491.9117647058823,2025-05-28
PRD7555,2024,MANAHIL LLC,38 - Al Hajar,Unknown,38.0,629.9,33.5,596.4,2.9,593.5,97.0,6.12,2024-03-17,289.55223880597015,1569.4736842105262,2025-05-28
PRD7555,2024,MANAHIL LLC,19 - Ras Al Khaimah,Ras Al Khaimah,19.0,328.6,23.7,304.9,3.1,301.8,88.0,3.43,2024-12-23,371.3080168776371,1604.7368421052631,2025-05-28
PRD7555,2024,MANAHIL LLC,59 - Sharjah,Sharjah,59.0,350.6,30.9,319.7,2.7,317.0,44.0,7.2,2024-11-04,142.39482200647248,541.864406779661,2025-05-28
PRD7555,2024,MANAHIL LLC,27 - Hatta,Hatta,27.0,388.3,26.6,361.7,3.0,358.7,43.0,8.34,2023-06-12,161.65413533834584,1339.6296296296296,2025-05-28
